content,Quality,Service,Shipping,Packing
4864,"Mình mua 1 quyển TÂM THỨC + Combon 5 CUỐN CƠ THỂ TỰ CHỮA LÀNH, nhưng shop chỉ gửi 4 cuốn thiếu cuốn GIẢI CỨU GAN. Mong shop xem xét lại và gửi lại cho mình và mình đã gửi tiền đầy đủ",,0,,
4868,"Tiki cần xem lại bên đối tác ạ, vì hàng không đúng tên như lúc đặt, đặt là keo Sealant Fix nhưng giao hàng tên là Nail free gì đó. Mới nhận và mở ra xem.",,0,,
4877,"đặt 90kg, mà giao 7 - 8kg",,0,,
4888,Mình nhận đc hàng nhanh . Nhưng ko có bao da ốp lưng,,0,1,
4889,thiếu 1 cây dài mà dư 1 cây ngắn,,0,,
4894,"đặt hàng 8 cổng lại giao 
5 cổng quá thất vọng",,0,,
4897,"giao hàng thiếu 1 con ốc thì dùng kiểu gì, tron khi hộp sản phẩm bị thủng 1 lỗ từ trước, cái này là biết sp bị thiếu rồi mà vẫn gửi cho khách",,0,,
4908,"Sản phẩm giao bị lỗi (cây lau ko dựng thẳng được). Khâu đổi trả đơn hàng này quá phiền phức, khiến mình sợ luôn: TikiCare thì hướng dẫn phải quay clip khi đóng hàng và niêm phong để đổi trả, nhưng khi nv nhận thùng hàng lại mở tung ra để đóng lại! Chẳn hiểu sao lại có sự ""ông chẳng bà chuộc"" như vậy ở Tiki ?",,0,,
4927,Mua 50m về thực ra chi dc 35m chán Tiki,,0,,
4933,"Mua áo mưa bộ giao áo mưa liền..giao hàng ko đúng.. sẽ giới thiệu bạn bè người thân không mua sản phầm này. 
Chê!",,0,,
4938,Tôi đặt 100 túi nhưng shop giao chỉ 50 túi,,0,,
4943,"Shop giao hàng ko đúng mẫu_x000D_
Đon hang là pin xanh dương dung lượng 5000mah mà giao hàng màu xanh lá dung lượng 4440mah",,0,,
4954,Sản phẩm lỗi của nhà sản xuất nhưng Tiki xử lý rất lâu và rườm rà. Hơn 1 tuần rồi vẫn chưa xử lí xong. Rất rất rất rất rất bực mình và khó chịu!!!!!,,0,,
4971,Không có ốc vít! Thật buồn!,,0,,
4972,"Trên ảnh ghi được tặng túi đựng nhưng khi ship thì ko có và lý do lý trấu là vì khi cho hàng vào rỏ không chọn hàng tặng kèm. Về sau lại lý do là vì số lượng có hạn. _x000D_
Nếu xác định ko tặng hàng thì hãy cập nhật phần giới thiệu cho đúng. Làm như này mất lòng tin cho khách và cũng mất thời gian trao đổi hỏi han của 2 bên.",,0,,
4988,"Sách rất đẹp. Tuy nhiên mình hy vọng rằng dù khách hàng đặt sách với số lượng ít hay nhiều thì  phía người bán cũng nên trau chuốt vẻ bên ngoài cho sản phẩm, chỉ cần lấy giấy bọc lại thôi cũng được, tránh để trường hợp sách không được bọc khiến sách bị nhăn hết ở viền.
Nội dung sách ổn.",1,0,,
4989,Shop giao thiếu mình một bịch ốc vít rồi sao mà lắp được,,0,,
4990,"Tôi đặt mua 2 bộ vít giá 755.000đ, mà shop gửi có 1 bộ và tính tiền cả 2 (tôi nhờ người nhà nhận nên không có khui hàng kiểm ra trước). Đề nghị shop xem lại và xử lý đơn này giúp tôi.",,0,,
5000,Rất tệ.  Đoi truy câp quyền riêng tư cá nhân,,0,,
5012,"Tuy nhien khi cài đặt máy cứ báo không nhận từ công USB. 
Cần liên hệ để bảo hành, không biết liên hệ ra sao",1,0,1,
5051,"Issue 1: đặt nhầm màu, sau 10' phát hiện ra thì gọi hỏi tổng đài xem có hủy hoặc đổi qua màu mình cần được không nhưng chỉ báo là không được, không hỗ trợ do hình trả góp qua thẻ tín dụng 
>> thắc mắc: trả góp qua thẻ thì là việc của tôi với NH tôi dùng liên quan gì tiki mà lại không cho đổi/hủy? vớ va vớ vẩn
>> nguyên nhân nhầm lẫn do bug UI trên mobile và UX không hợp lý dẫn đến người dùng chọn sai

Issue 2: đặt tikinow 2h-3h, lúc giao đến mình không bắt máy thì lỗi mình ok mình chịu. Mình gọi lại anh shipper hỏi ảnh ở đâu mình tự chạy đến lấy, nhưng bị từ chối do ảnh nói là chạy nhiều nơi lắm 
>> anh ở đâu tôi đều qua được mà việc gì anh từ chối??? (lúc này là khá cáu tập 2)
Hỏi ảnh có cách nào lấy hàng trong ngày không? ảnh có giao lại không?
>> ảnh bảo gọi tổng đài đi, hoặc về kho sgn lấy, gặp điều phối đưa code cho họ, cũng tính chạy qua kho lấy mà nó bự quá cũng chưa qua lần nào, 6h hơn tan làm ra đó chắc người ta cũng về mất 

Delay sang hôm sau, theo như mong đợi là đã đặt tikinow từ đầu thì mình sẽ nhận được đơn trong buổi sáng. Nhưng không, 11h hơn mình gọi lên tổng đầi lần nữa, thì báo đơn này giao trước 15h chiều, tiếp tục cáu. MÌnh đợi 15h30 vẫn không thấy, gọi lên tổng đài tiếp thì nhận được thông báo từ bạn tikicare đơn này giao không kịp delay sang mai >> đoạn này là tức sôi máu. tôi mua hàng đã thanh toán rồi, đặt tikinow chứ đâu đặt standrad mà tôi phải đợi quá lâu vậy, thế tikinow đưa ra lựa chọn để lừa nhau à??? nếu bỏ tiền mua tikinow 1 năm mà chỉ nhận được vậy thì đáng tiền không???
Cuối cùng đành gọi nội bộ giải quyết để có trong ngày thứ 2 (gần 6h chiều mới nhận được)
Trải nghiệm cực kì tồi tệ lần đầu với tiki, cũng là lần cuối",,0,,
5081,có  yêu cầu  xuất hoá đơn mà  không  thấy xuất hoá đơn cho khách. mình  mua 2 lần  rồi  lần  nào cũng không có hoá đơn hết. trong khi đó  mình  có  yêu cầu  xuất hoá đơn.,,0,,
5085,Tôi Không thấy que chọt sim tặng kèm,,0,,
5153,Mình mua về thử không được đồi trả cả 10 ngày mà chưa được xử lý.,,0,,
5200,"Lần đầu tiên tôi đặt hàng trên tiki quá là thất vọng, vừa thiếu phụ kiện lại còn nói những lời khó nghe, không cho kiểm tra hàng nếu muốn kiểm tra phải có CMND mình nghĩ chắc chắn sẽ giở trò gì nên mình mới không cho, cuối cùng thì cũng cho kiểm tra nếu tiki làm ăn chân chính thì chắc sẽ cho khách kiểm tra đàng hoàng rồi, tôi sẽ kiện tiki về việc làm ăn bát nháo, lừa đảo,anh chị em nào nhìn thấy bài viết này rồi đừng nên đặt hàng trên tiki nữa nếu không tin thì thử mới biết...?",,0,,
5232,"Sản phẩm tốt, chất lượng. Nhưng tôi đang chờ Tiki trả lời về coupoud 500K tặng 500k. Tôi mua đúng theo chương trình khuyến mãi, đúng ngày, đúng nhà bán Tiki Trading, lúc mua có nhìn thấy phần quà và tôi cũng kiểm tra rất kỹ, vì tôi đã canh sale chương trình này nhiều năm. Đến nay sau 3 ngày nhận được cuốn sách cuốn cùng của đơn hàng (do mua nhiều cuốn nên đơn hàng tách làm 2 đơn) nên tôi phải đợi sau khi giao 24-48h của cuốn sách cuối cùng được giao thì mới có mã khuyến mại. Đến nay quá thời gian trên, tôi gọi lại Tổng đài thì báo lại là lúc tôi đặt ko có coupound, mà tôi chắc chắn có, chẳng lẽ Tiki ko đáng tin cậy đến mức mỗi lần mua đồ tôi cần chụp lại đơn làm chứng? và tôi cũng hỏi lại Tili là tại sao tôi lại ko được mã giảm giá khi tôi mua đúng số tiền ctrình yêu cầu, đúng nhà bán, đúng thời điểm. Tôi còn đọc kỹ là ctrình cấp 5.000 mã cho 5 ngày, mỗi ngày 1000 mã nên tôi còn đợi đến sáng ngày hôm sau để đặt cho chắc trong 1000 mã đầu tiên? Số tiền khuyến mãi không bao nhưng tôi rất tin tưởng Tiki, đã mua gói Tiki Now, đăng ký tài khoản Sacombamk- tiki để chuyên mua hàng TIki, Nếu bây giờ TIki có dấu hiệu lừa đảo khách hàng, mỗi lần mua tôi cần chụp lại màn hình thì thôi, tôi sẽ không bao giờ mua Tiki nữa, trừ khi quá cần, và tôi cũng khuyến nghị các bạn không tin cậy TIki nữa. Đề nghị Tiki giải thích rõ cho tôi, tks!",1,0,,
5238,"tiki không hỗ trợ đổi hàng. Kh phải tự liên hệ shop để đổi, phí đổi 15% ==> quá chát",,0,,
5266,Không có ng tư vấn mua hàng nên bị sai kích thước,,0,,
5273,Đã 30 ngày kể từ khi mua sản phẩm. Nhà bán hàng vẫn chưa xuất hóa đơn điện tử,,0,,
5307,"Sao không xuất hoá đơn VAT vậy? Đã yêu cầu rõ ràng trong đơn hàng rồi mà? Nếu chậm phải nói chứ? Sao lại làm việc  kiểu không thấy khách nói gì là không xuất hoá đơn , buộc khách phải phản hồi hay sao? Nếu không có hoá đơn VAT dù chất lượng có tốt tôi cũng sẽ trả hàng, thời buổi 4.0 rồi làm ăn nên tôn trọng cam kết để giữ chữ tín!",,0,,
5308,"Không nhận được quà tặng ( sách Bí mật Phan Thiên Ân đặt ngày 12/12). Nhắn tin, gọi điện cũng phản hồi rất lâu. Làm ăn không chuyên nghiệp",,0,,
5422,Tôi cần hỗ trợ cài đặt vì hiện ko kết nối để in được.,,0,,
5568,shop bán ổ cứng mà shop k kèm dây sao gắn vào cổng sata =[[ hàng chất lượng giao hàng nhanh,1,0,1,
5578,"shop bán hàng .đến cả quyển sách hướng dẫn để láp ráp cũng không có.
chỉ có ốc .miếng gỗ và 2 khung sắt
mail gửi về cho khách thì mail 1 chiều hay sao không biết
khách gửi phản hồi lại thì toàn để mail bên tiki đầy.chả hiểu sao",,0,,
5637,"TIKI *** !!!

Đơn hàng trả góp nhưng TIKI không làm việc với bên Ngân hàng mà vẫn để trả thẳng. Tốn thêm phí trả góp mà không thông báo cho khách hàng.

Đề nghị trả lại phí trả góp!!! 

Lừa đảo người dùng!",,0,,
5644,QC có quà KM nhưng khi đặt mua thì báo hết quà.,,0,,
5652,"Ghi sai chính sách bảo hành: ghi 5 năm, dán tem bảo hành 3 năm. Không tìm ra được hướng xử lý cho khách hàng, Nói lời xin lỗi suông, KH Phải trả lại hàng. Hoàn trả lại tiền cho khách hàng thì thiếu cả số tiền chênh lệch trả góp với trả thằng, cũng không giả thích cho khách hàng, giải quyết thì lâu. Nói chung mua hàng mà cảm thấy mua cục bực tức vào người, nên chắc cũng suy nghĩ khi mua hàng online trên tiki.",,0,,
5672,Không xuất hoá đơn theo yêu cầu,,0,,
5702,"(*) Đánh giá không tính điểm
Đặt sai địa chỉ, 5 phút sau khi đặt hàng, liên hệ đơn vị bán hàng, tổng đài, cả shipper xin đổi địa chỉ nhận hàng nhưng tất cả đều không thể hỗ trợ._x000D_
App đặt hàng thì không có chế độ đổi địa chỉ nhận hàng…_x000D_
Tiki nên xem lại vấn đề này",,0,,
5706,"Sao chị không nhận cái chảo quà tặng
Vui lòng kiểm tra và phản hồi",,0,,
5738,"Sản phẩm thì ok ổn, do tôi mua cho công ty  mà mỗi lần tôi hỏi đến hóa đơn lại bắt chờ,  shop không xuất hóa đơn được cho tôi, nên tôi cho 3 sao.",1,0,,
5759,"Nhà bán hàng vớ vẩn, rất thái độ và gây khó dễ cho người dùng, xin chừa",,0,,
5786,"SP này được ghi bảo hành 36th (3 năm), nhưng sao tem dán trên sp thì được đánh dấu 2 năm?",,0,,
5840,"bị tiki làm phiền, hiển thị bắt phải đánh giá mà ko cho ẩn đi. nhắn cskh nhưng không ai phản hồi, và vào hỗ trợ khách hàng thì bot chat tự động tiki care lần nào cũng yêu cầu nhập thông tin định danh, trong khi thông tin đăng nhập đã có trên app",,0,,
5845,"dịch vụ hỗ trợ khách hàng tệ.Nhờ hỗ trợ bổ sung thông tin hoá đơn, lại báo đơn hàng đang giao không bổ sung được? Vẫn không hiểu ai nghĩ ra qui trình việc xuất hoá đơn và giao hàng là liên quan nhau không được chỉnh sửa?? Đánh giá chất lượng dịch vụ dựa vào sự cố, còn muốn tất cả theo qui trình của mình, không hỗ trợ được thì khỏi cần cskh, đưa con bot ra là được rồi, để cho dùng nói chuyến với máy thôi.",,0,,
5868,"Ko cài được driver, shop cũng k hỗ trợ chat thì bây h xử lý ntn",,0,,
5913,"Máy lỗi mà bên trong còn có cả bill của khách cũ có nghĩa là máy lỗi đã đổi trả mà fahasa còn đưa cho mình. Thời gian đổi trả tính từ lúc mình báo là hơn 1 tuần đến giờ mình vẫn chưa nhận đc máy mới. Ko hề có cuộc gọi xác nhận nào lại khác. Gọi thì tiki bảo này là fahasa chịu trách nhiệm, fahasa lại nói phải xử lý qua tiki",,0,,
5915,"Tôi đã mua rất nhiều hàng ở tiki và rất tin tưởng nhưng sau lần này sẽ không bao giờ mua ở tiki nữa. Là 1 trang thương mại trực tuyến thì uy tín lúc nào cũng là điều cần thiết nhưng tiki không đảm bảo được quyền lợi cho khách hàng thì chỉ là trang bán hàng lừa đảo. Tôi đã nhận được dây sạc và cảm thấy khá hài lòng nhưng do dây sạc không khớp với đời máy nên không thể sử dụng được. Liên lạc ngay với tiki để đổi sản phẩm trùng với máy nhưng nhận được câu trả lời là rất tiếc. Vậy ra khách hàng phải tự chịu lãng phí tiền và sp vì ko sử dụng được chỉ vì dịch vụ khách hàng tệ hại của tiki trong khi tiki chỉ việc liên hệ lại với ng bán và giúp khách đổi hàng, chuyện quá đơn giản mà lại không làm được thì UY TÍN đâu để khách hàng tin và mua hàng tiki nữa.",,0,,
5921,Mua hàng fai để ý chứ đề 6 cuộn giá 41k làm mọi ng lầm tưởng. Lẽ ra fai để 3 cuộn 41k chứ. Khách tưởng 6 cuộn 41k rồi chỉ chọn cỡ chứ ai để ý cỡ vừa 3 cuộn 41k đâu. Thik lừa lọc kieu đó fai cho 1* cho chừa 😡,,0,,
5973,mỗi súng ko có quà tặng chưa tes dc..danh giá sau,,0,,
5984,Mua cái màn hình máy tính hết tận 6tr4 mà không có kèm nỗi cái sợi dây Hdmi làm tốn thêm 100k. Chê -_-,,0,,
6010,tôi đã mua nhầm loại sạc và không biết cách đổi lại sản phẩm khác,,0,,
6026,"Dịch vụ Tiki hiện tại rất kém. Mình mua đt này cho người thân mới 1/2 ngày chưa kịp xài, mà bị lỗi khởi động lại hoài. Khoảng 2h-3h đt tự khởi động. Báo tiki thu hồi, phải chờ tiki xử lý 3-5 ngày. Rồi phải chờ tiki chuyển cho hãng thẩm định thêm 5-7 ngày nữa. Mua đt cần xài liền, mà phải chờ đến 2 tuần, cũng chưa biết kq xử lý như thế nào, thì nên cân nhắc trước khi mua. Thà chạy ra Nguyễn Kim hay TGDĐ còn nhanh hơn.",,0,,
6028,"Tiki lừa khách hàng, rõ ràng để tặng Astra trị giá hơn 400k, mà mua xong thì k đc tặng, gọi điện thoại hỏi thì bảo thiếu điều kiện (thiếu điều kiện thì để tặng làm gì) rõ ràng trong trang bán hàng để tặng (hình đính kèm), k thấy tặng thì mình đã mua bên *** rồi hàng chính hãng mà giá cũng tốt hơn! Anh Em lưu ý cân nhắc, đừng để bị lừa giống như mình",,0,,
6088,Giao hàng nhanh. Nhưng không thấy có phiếu bảo hành trong hộp hay hướng dẫn gì?? Không biết active bảo hành như thế naog,,0,1,
6117,"Tôi nhận đúng sách, giao hàng nhanh, nhưng tôi yêu cầu xuất hóa đơn thì rất khó khăn và không thuận tiện cho người mua.",,0,1,1
6134,"Tôi thất vọng về cách các bạn giải quyết vấn đề sau bán hàng và hoàn trả số tiền! Sau khi nhận được sản phẩm tôi đã thấy sai sót từ phía tôi và đã liên hệ gửi trả hàng ngay và được chấp nhận từ phí tiki. Tính đến nay là gần 1 tháng tôi đã gửi rất nhiều hỗ trợ qua email support@tiki.vn, https://tiki.vn/lien-he/gui-yeu-cau nhưng chưa nhận được phản hồi kết quả từ tiki.
Đây yêu cầu cuối cùng tôi gửi đến tiki hi vọng kết quả nhận được không tồi tệ như cách tôi tin tưởng và mua hàng bao năm qua.",,0,,
6253,hàng ok nhưng vẫn chưa thấy xuất hóa đơn,,0,,
6319,Sản phẩm ok. Tuy nhiên Tiki không hỗ trợ triệt để doanh nghiệp xuất hóa đơn đỏ với đơn hàng trên 20M.,1,0,,
6328,"Bị trôi mất 3 tháng bảo hành từ lúc đặt mua : 

Nếu tiki bảo hành trọn vẹn đủ tháng thì ko nhiều vấn đề chi để nói : chất liệu vẫn mới , màn nhìn ổn , phụ kiện dây đầy đủ . CÓ ĐIỀU con tem đổi màu dán bịt ốc dưới màn hình , giống như bị bóc ra rồi ( sợ máy bị khui bên trong )
Còn mình gọi cho trung tâm asus để biết thời gian bảo hành thì bị trôi mất 3 tháng",,0,,
6369,Sản phẩm dùng tốt nhưng mình có yêu cầu xuất hóa đơn đỏ. Tiki nói 30 ngày sau khi giao hàng là mình sẽ nhận được. Mình nhận hàng từ ngày 22/10. Mong Shop chủ động liên lạc để giải quyết giúp mình. Giải quyết xong mình sẽ xóa nhận xét này.,,0,,
6381,"sản phẩm đẹp, chạy êm. Cho 3 sao vì shop ko kèm vis để lắp đặt phải chạy đi mua thêm.",,0,,
6396,Tệ tách đơn tính tiền nhiều lần,,0,,
6413,Tôi vẫn chưa nhận được hóa đơn VAT mặc dù lúc mua có khai báo,,0,,
6491,"Mình hài lòng về khâu chất lượng sách lẫn đóng gói nhưng shop không trả lời khách hàng khi được khách báo thiếu postcard chibi, mình nhắn tin từ hôm qua tới hôm nay vẫn chưa có ai liên lạc lại 😞. Mình vì cái chibi đó nên mới mua bản đặc biệt thất vọng thật sự.",,0,1,1
6497,Mua hàng trên Tiki nhiều nhưng chưa lần nào bức xúc thế này. 20 quyển sách mà không 1 quyển nào có postcard.  Trong khi đầu tháng vẫn mua ở link này lại có postcard đầy đủ. Đề nghị Tiki thu lại hàng giúp mình.,,0,,
6502,"Sản phẩm giao thiếu 1 thanh ở tay cầm. Nhắn tin cho shop quá trời không nhận được phản hồi. _x000D_
Tiki giao hàng tốt, thái độ nhân viên thân thiện, hỗ trợ. _x000D_
Luôn ủng hộ Tiki.",,0,1,
6514,dịch vụ đổi trả quá khắt khe tốt nhất không nên mua,,0,,
6528,"Sách hay, đóng gói tốt._x000D_
Cho 2 sao vì bộ phận chăm sóc khách hàng của Tiki đã cảnh báo tài khoản của khách hàng 1 cách vô lý (mua nhiều đơn trong 1 tháng là vi phạm chính sách? Không ghi rõ đơn nào vi phạm hay tất cả đơn đều vi phạm ?). Bây giờ tôi cũng không dám nạp thêm xu vì sợ tiki khóa tài khoản không lý do và xu nạp cũng sẽ mất theo.",1,0,,1
6543,"không thấy giấy bảo hành, mong shop cho biết thời gian bảo hành như thế nào ạ, thanks shop",,0,,
6554,Bộ lọc nước thô bị xi nước. hàng bán mà ko test trước khi bán. có. yêu cầu và cũng cấp thông tin để xuất hóa đơn vat nhưng ko thấy trang bán hàng liên lạc để gởi email hóa đơn điện tử. lộ hài lòng về cách làm việc của tiki.,,0,,
6560,"Mình có đặt bookcare, và tiki cũng đã thông báo có bookcare, nhưng mình nhận thì không có. Mình gửi chút góp ý. Chân thành cảm ơn !",,0,,
6583,"Sản phẩm tốt, nhưng rất bức xúc về hóa đơn VAT, hóa đơn đợi hơn 3 tháng đã nhờ nhân viên tiki hỗ trợ 2 lần mà hiện tại vẫn chưa có hóa đơn. Thật sự rất bức xúc về cách làm việc không chuyên nghiệp.",,0,,
6593,"Tiki + người bán hàng trên tiki làm ăn không ngửi nổi :))_x000D_
giao khách sản phẩm lỗi xong đ cho đổi hàng, liên hệ tiki cũng đ được, bảo sao càng ngày càng nát",,0,,
6601,Shop ghi phủ bì 2m6 giao về đo gần 2m8 không vừa tường. Nt shop ko cho đổi. Nt 1 hồi ko tl. Làm ăn như hạch,,0,,
6644,"Sản phẩm hiển thị quà tặng kèm nhưng giao hàng thì bảo hết , giá không giảm cũng không hỗ trợ đổi trả dù nguyên seal  ! Mình mua hàng tiki đã 10 năm nhưng càng ngày càng thấy chất lượng dịch vụ , Gía cả ,chính sách , khuyến mãi , giao nhận hàng 0 tệ hại hơn các  thương hiệu như FPT , và Thế Giới Di Động rất nhiều !  Thậm chí đã hủy đơn hàng bên FPT đê ủng hộ tiki ! Thật đáng tiếc cho một doanh nghiệp bắt đầu có những hành vi  đặt lợi nhuận lên trên khách hàng những năm trở lại đây !",,0,,
6689,"chưa nhận được hóa đơn, vui lòng liên hệ lại tôi",,0,,
6697,"hôm bữa mình có liên hệ trả hàng lại do giao sản phẩm bị lỗi, shipper thu hồi hàng lại đc vai hôm rồi. Bao giờ thì mình nhận lại sản phẩm vậy shop?",,0,,
6703,Chưa xuất hoá đơn cho sản phẩn,,0,,
6741,Cước vẫn chuyển cao khó mua,,0,,
6766,"Thanh gỗ bị ngắn không đều nhau. Khi ráp vào lòi vít không chắc chắn
Mua lần 2 do dịch nên giao hàng lâu. Bàn lắp ráp xong bị cập kênh. Phải lấy giấy bià để chêm. Trừ 1 sao còn 2 sao",,0,,
6767,"Giấy mỏng, nội dung lúc quá đơn giản cho bé 3 tuổi lúc phức tạp bé 3 tuổi nản, ko đồng nhất",,0,,
6801,"Thái độ phục vụ chưa tốt , sau khi nghe thông tin đổi hàng thì lại chặn tin nhắn hỗ trợ",,0,,
6916,Sản phẩm thì ngon nhưng mà shipper đến giao hàng vẫn chưa nhận đc mã OTP.Gọi tổng đài hoài hết tiền điện thoại luôn mà không nhận đc lời xin lỗi.Vừa mất thời gian a shipper và mình,,0,,
6937,"Tiki làm ăn rất k ổn, tên sản phẩm viết sai khi gioa cho khách và làm khách rất bực bội, nếu tiki k thay đổi tôi thề sữ k bao giờ mua hàng qua tiki nữa.",,0,,
6968,"Tiki tự hủy đơn của khách,sau đó còn hoàn tiền thiếu cho khách hàng. Khi gọi yêu cầu hỗ trợ thì báo sẽ hoàn lại tiền thiếu tròng vòng từ 1-3 ngày. Nếu mình không kiểm tra kĩ chắc số tiền này đã mất. Trước đây luôn tin tưởng Tiki, sau vụ này sẽ không dám thanh toán online với Tiki nữa. Giờ chỉ sử dụng cho hết tiki xu và astra rồi chia tay thanh toán online 💔. 
Đơn này không liên quan nhưng không thể đánh giá đơn đã bị hủy đành phải viết trên đây",,0,,
6980,Ổn nhưng hứa tặng mà chẳng tặng gì nên hơi thất vọng,,0,,
7006,shop tư vấn chưa nhiệt tình.,,0,,
7012,"Mua sản phẩm về in k được luôn, chữ thì mờ, chỗ được chỗ ko, mua về bỏ luôn, gọi nhân viên tiki để kêu lhe shop bán bảo hành thì k thấy đâu.  quá tệ.",,0,,
7015,"Nên nói rõ kèm máy là bao nhiêu tiền, trót mua 3 đầu bàn chải, bây giờ cọ bằng tay",,0,,
7027,"báo hủy đơn này mà vẫn giao, gặp lúc mình ko có nhà nên ng nhà nhận ko biết",,0,,
7028,"Hàng của tiki nên mạnh dạn đánh giá 1 sao. Ko giao được hàng cho khách, gọi điện xin lỗi, mình chấp nhận và nói :”lỗi của tiki thì tiki tự huỷ đơn đi “ hơn tháng sau tò tò ra ông shipper gọi điện giao sách ??",,0,,
7078,"Tuy mình mới nhận sách và cũng chỉ đọc đc vài dòng nhưng mình đã cảm nhận được sự sự bình yên mà cuốn sách mang lại 💖
Còn về phần dịch vụ tiki, mình đặt 2 cuốn sách 1 lần đều từ Tiki trading, lúc chốt đơn hàng phí ship là 35k, đã giảm 30 vì mua nhiều. Nhưng lúc giao thì giao tách thành 2 đơn, và 2 lần phí ship :))))). thật thất vọng :))))",,0,,
7133,"hỗ trợ hoá đơn GTGT kém, chưa thiện chí với khách hàng",,0,,
7137,Mã mà được tặng kèm sách để học phát âm theo k dùng được trên mt . Mình k đx dùng đt nên coi như chả đc nhận cách phát âm luôn,,0,,
7145,"Phải nói rằng là sách vô cùng hay nhưng dịch vụ vô cùng tệ. K phải là ở shipper, mà là ở chính cuốn sách. Dính đầy bụi bẩn, có chỗ còn bị rách.!",,0,,
7167,"Máy gửi về tiki để bảo hành, mấy ngày sau email báo lại là ko bảo hành được, sẽ gửi lại máy về. Đến nay là gần một tháng máy chưa về tới nơi. Trêc hẹn rất nhiều ngày. Gọi điện rất nhiều đến tổng đài nhưng chỉ nhận được lời xin lỗi suông.
Đây có lẽ là lần cuối mua hàng điẹn tử tại tiki.
Cách làm việc và chăm sóc KH rất kém!",,0,,
7176,"Bán miếng dán decan mà k có phần bóc ra dán, chat vs shop thì k ai phản hồi, *** shop làm ăn k uy tín",,0,,
7180,"Thứ nhất: sh ko cho lựa chọn màu là 1 cái dở. Nên cho khách hàng lựa màu khi họ đặt mua chứ, giao màu ngẫu nhiên thế thì chịu. 
Thứ 2: tiki nên xem lại cách làm việc, học hỏi bên shopee ấy, mình đặt hàng từ 4/10 nhưng hnay là 28/10 mới nhận được. Bên shopee ngta ko giao kịp hay có vấn đề gì về đơn hàng là sẽ có nt thông báo cho khách, đằng này ko nói gì cả mình chờ mòn cả mắt. Nt trên app thì ko ai rep. Thực sự ngại đặt hàng trên tiki luôn. Mặc dù cũng có mặt tốt như nhân viên giao hàng ok, đóng gói ok. 
 
Nên xem lại phần chăm sóc kh ạ.",,0,,
7191,đánh giá chả dc cái gì mà suốt ngày nhắc người ta đánh giá tiki như L,,0,,
7227,Hỗ trợ đổi trả hàng chậm .,,0,,
7254,ko cho trả hàng nên cho 1 sao,,0,,
7270,"Shop làm ăn rất tệ, đặt 3 cuốn, giao 1 cuốn, khiếu nại xong bảo gửi bù 2 cuốn , cuối cùng lại gửi bù 1 cuốn. Đã mua hơn 100 cuốn sách trên tiki và đây là lần đầu tiên gặp shop làm ăn tất trách như vậy",,0,,
7289,dịch vụ đổi trả quá khắt khe tốt nhất không nên mua,,0,,
7290,"Bán hàng không giao hóa đơn. Gọi Hotline Tiki, Tiki đẩy qua nhà bán, Chat với nhà bán "" xảy ra lỗi"" Qua năm 2023 không thanh toán được các hóa đơn 2022",,0,,
7337,Nhắn tin đến tổng đài 6060 để kích hoạt bảo hành không được. Gọi tổng đài thì cskh nói không liên quan đến mảng thương mại điện tử. Chat qua web thì không ai phản hồi.,,0,,
7359,"(*) Đánh giá không tính điểm
Sản phẩm tốt nhưng giao hàng trễ dù tiền ship hơn 100k và không có người lắp đặt. À và lúc đặt thì mình đặt màu đen nhưng sau đó shop gọi bảo hết hàng và mình chấp nhận đổi màu :)) có thắc mắc là đã hết hàng sao không cập nhật???",,0,,
7363,"Sản phẩm tốt nhưng cho 1 sao vì tiki lừa dối khách hàng rồi đổ thừa. Khi thanh toán có chỗ chọn thanh toán qua Momo thì miễn phí TikiNow, vậy mà khi thanh toán thì mất  phí TikiNow 29k. Khi khiếu nại lên Tiki thì đổ thừa khách hàng k xem rõ thông tin. Rõ ràng bên Tiki hiển thị lựa chọn ""Miễn phí TikiNow khi thanh toán qua Momo"" mà k hề có thông tin nào về thời gian diễn ra chương trình trong giao diện thanh toán, đã vậy còn đổ thừa cho khách hàng. Đến khi khách hàng đưa ra đầy đủ thông tin thì k còn cớ đổ thừa mới bắt đầu xin lỗi. Trải nghiệm mua hàng và giải quyết khiếu nại cực kỳ tệ.",,0,,
7379,Vọc mãi mới dk...shop trả lời lâu quá...sản phẩm thì nhìn ok..chỉnh mãi mới dk...nên chỉ cho shop 3*,1,0,,
7383,"Tôi thất vọng về cách các bạn giải quyết vấn đề sau bán hàng và hoàn trả số tiền! Sau khi nhận được sản phẩm tôi đã thấy sai sót từ phía tôi và đã liên hệ gửi trả hàng ngay và được chấp nhận từ phí tiki. Tính đến nay là gần 1 tháng tôi đã gửi rất nhiều hỗ trợ qua email support@tiki.vn, https://tiki.vn/lien-he/gui-yeu-cau nhưng chưa nhận được phản hồi kết quả từ tiki.
Đây yêu cầu cuối cùng tôi gửi đến tiki hi vọng kết quả nhận được không tồi tệ như cách tôi tin tưởng và mua hàng bao năm qua.",,0,,
7392,Lừa đảo trả không đúng tiền,,0,,
7422,Tệ quá đi hiện hoài phiền phức,,0,,
7462,làm ăn không chúc quy tính,,0,,
7468,"Làm ăn không uy tín, bán hàng giả Orico không tem thông tin nhà nhập khẩu orico tại việt nam là viscom, không tem bảo hành viscom mà dám đăng là hàng chính hãng.",,0,,
